change_id,table,key,action,reasoning,Model,field,value,D,Reasoning D,I,Reasoning I
3820,evidence,,add,The House Clerk roll call page is a direct official source showing Rouzer voted yes on the AI for Main Street Act.,Codex,URL,https://clerk.house.gov/Votes/202633,,,,
3821,candidates,North Carolina|House NC-07|David Rouzer,mod,"After replacing the weak election-page source and adding multiple direct AI-related sources, Rouzer no longer fits no_record. The record is still limited and mostly innovation-oriented rather than clearly pro-safety or anti-safety, so nuanced is the best fit.",Codex,Verdict,nuanced,,,,
3822,evidence,1826,mod,"The current evidence is a generic Wikipedia election page. A direct official campaign page is a stronger source and I found no meaningful AI-specific record on the campaign site, so the candidate's verdict and status should remain unchanged.",Codex,Source_Description,"Campaign priorities on jobs, healthcare, schools, and infrastructure (Campaign Website)",,,,
3822,evidence,1826,mod,"The current evidence is a generic Wikipedia election page. A direct official campaign page is a stronger source and I found no meaningful AI-specific record on the campaign site, so the candidate's verdict and status should remain unchanged.",Codex,URL,https://www.kimberlyhardyforcongress.com/priorities,,,,
3823,evidence,1827,mod,"The current Wikipedia election-page row is a generic secondary source. A direct official source is available and better for verifying the candidate's identity and active candidacy, while web search did not uncover any meaningful direct AI-related record to change the verdict.",Codex,Source_Description,Candidate overview for House NC-07 campaign (FEC),,,,
3823,evidence,1827,mod,"The current Wikipedia election-page row is a generic secondary source. A direct official source is available and better for verifying the candidate's identity and active candidacy, while web search did not uncover any meaningful direct AI-related record to change the verdict.",Codex,URL,https://www.fec.gov/data/candidate/H6NC07169/,,,,
3824,evidence,1823,mod,The current Wikipedia election-page row is a weak indirect source. A direct federal source is available and better verifies Harris as an active 2026 NC-08 candidate while no direct AI-related record was found.,Codex,Source_Description,FEC lists Harris as 2026 NC-08 Republican incumbent candidate (FEC),,,,
3824,evidence,1823,mod,The current Wikipedia election-page row is a weak indirect source. A direct federal source is available and better verifies Harris as an active 2026 NC-08 candidate while no direct AI-related record was found.,Codex,URL,https://www.fec.gov/data/candidate/H4NC08066/,,,,
3825,evidence,1824,del,Current row is a generic Wikipedia election page; a direct campaign source is better and this page does not provide meaningful AI-related evidence.,Codex,,,,,,
3826,evidence,,add,Campaign issue page provides the only direct AI-adjacent policy statement found for Watson.,Codex,Candidate_Key,North Carolina|House NC-08|Colby Watson,,,,
3826,evidence,,add,Campaign issue page provides the only direct AI-adjacent policy statement found for Watson.,Codex,Source_Description,Opposes new data centers until they pay fair energy costs (Campaign Website),,,,
3826,evidence,,add,Campaign issue page provides the only direct AI-adjacent policy statement found for Watson.,Codex,URL,https://www.colbyforcongress.com/issues/environment-and-infrastructure,,,,
3827,evidence,1821,del,The current source does not support the existing description's claims about defense technology or the absence of an AI governance position. Stronger direct AI-related sources are being added in the same batch.,Codex,,,,,,
3828,evidence,,add,Hudson directly argued in an official committee statement that AI should get a light regulatory touch and framed AI as a competition issue with China.,Codex,Candidate_Key,North Carolina|House NC-09|Richard Hudson,,,,
3828,evidence,,add,Hudson directly argued in an official committee statement that AI should get a light regulatory touch and framed AI as a competition issue with China.,Codex,Source_Description,Said AI needs a light regulatory touch and U.S. leadership over China (House Committee),,,,
3828,evidence,,add,Hudson directly argued in an official committee statement that AI should get a light regulatory touch and framed AI as a competition issue with China.,Codex,URL,https://energycommerce.house.gov/posts/chairman-hudson-delivers-opening-statement-at-subcommittee-on-communications-and-technology-hearing-on-ai-and-communications-infrastructure,,,,
3829,evidence,,add,"Hudson led an official House press effort on AI infrastructure, urging inclusion of silicon carbide in the federal AI Action Plan to reduce power losses for AI systems.",Codex,Candidate_Key,North Carolina|House NC-09|Richard Hudson,,,,
3829,evidence,,add,"Hudson led an official House press effort on AI infrastructure, urging inclusion of silicon carbide in the federal AI Action Plan to reduce power losses for AI systems.",Codex,Source_Description,Urged silicon carbide for the AI Action Plan to cut AI data-center power losses (House Rep Website),,,,
3829,evidence,,add,"Hudson led an official House press effort on AI infrastructure, urging inclusion of silicon carbide in the federal AI Action Plan to reduce power losses for AI systems.",Codex,URL,https://hudson.house.gov/press-releases/hudson-leads-effort-to-reduce-ais-growing-energy-footprint-with-advanced,,,,
3830,candidates,North Carolina|House NC-09|Richard Hudson,mod,"After replacing the weak existing row with multiple direct AI-related sources, Hudson no longer fits no_record. His record is meaningful but focused on AI infrastructure, competition, and lighter regulation rather than clear AI safety governance, so nuanced is the better fit.",Codex,Verdict,nuanced,,,,
3831,evidence,1822,mod,"The current AP-syndicated source is still live and supports his nomination, but the description includes an unsupported negative assertion about AI record. No direct AI-related source was found after checking the campaign site and web search results, so keep the row as neutral identity/status evidence only.",Codex,Source_Description,Won North Carolina's 9th District Democratic nomination (AP),,,,
3832,evidence,1820,mod,The current Wikipedia election-page row is a weak indirect source. Ashley Bell's official campaign issues page is a stronger direct source and includes the candidate's only clear AI-related statement found: support for regulating AI and minimizing its environmental impacts. This is not strong enough on its own to move the verdict away from no_record.,Codex,Source_Description,Supports regulating AI and limiting environmental harms (Campaign Website),,,,
3832,evidence,1820,mod,The current Wikipedia election-page row is a weak indirect source. Ashley Bell's official campaign issues page is a stronger direct source and includes the candidate's only clear AI-related statement found: support for regulating AI and minimizing its environmental impacts. This is not strong enough on its own to move the verdict away from no_record.,Codex,URL,https://www.ashleybellforcongress.com/issues,,,,
3833,evidence,1817,mod,The current Wikipedia election page is an indirect source. The candidate's own campaign biography is a more direct identity/candidacy source and supports a neutral description.,Codex,Source_Description,Republican candidate biography for North Carolina's 12th District (Campaign Website),,,,
3833,evidence,1817,mod,The current Wikipedia election page is an indirect source. The candidate's own campaign biography is a more direct identity/candidacy source and supports a neutral description.,Codex,URL,https://www.aliforcongress.com/about-3,,,,
